x,y,U,V,p,patch
0.55925,0.049,12.507,-0.44735,-219.81,internal
0.99294,0.001625,0.0,0.0,230.57,internal
0.1265,-0.050875,13.208,-1.1766,-442.48,internal
0.090875,0.04525,0.0,0.0,-694.08,internal
0.0335,0.030125,33.633,14.407,-484.42,internal
0.60425,-0.0465,24.727,2.0814,-234.43,internal
0.13119,0.0515,31.108,3.9367,-724.6,internal
0.73981,-0.032875,19.898,2.4533,-117.43,internal
0.72519,0.03425,15.127,-2.6601,-137.86,internal
0.995,-0.00125,7.2794,2.0033,167.95,internal
0.905,-0.0145,25.549,3.068,50.454,internal
0.4145,0.057625,25.962,-0.53515,-413.48,internal
0.14394,0.053,29.12,4.4832,-648.17,internal
0.2135,-0.058125,0.0,0.0,-621.63,internal
0.18294,0.056577,36.894,2.7225,-556.89,internal
0.81031,0.025327,21.925,-2.349,-68.681,internal
0.1115,0.048875,31.46,6.1393,-609.65,internal
0.65,-0.041375,0.0,0.0,-260.61,internal
0.82231,-0.02375,0.0,0.0,-48.019,internal
0.063875,0.039375,0.0,0.0,-589.44,internal
0.13536,0.052096,31.293,2.7775,-608.38,internal
0.82044,0.024,0.0,0.0,-42.735,internal
0.446,0.056,0.0,0.0,-381.07,internal
0.65525,0.0415,28.941,-2.6137,-197.94,internal
0.0066875,0.013875,0.0,0.0,573.23,internal
0.8555,-0.02,14.895,1.6827,-2.5258,internal
0.308,-0.6,57.313,-0.45253,-65.566,internal
0.22363,-0.059,40.496,-2.6103,-559.46,internal
0.34381,0.05975,33.959,-0.087263,-501.0,internal
0.79025,-0.027375,13.464,2.9103,-129.75,internal
0.73231,-0.033827,26.846,3.0124,-148.17,internal
0.91119,-0.01325,19.813,2.775,40.945,internal
0.71804,-0.035361,25.756,2.5141,-152.99,internal
0.99781,-0.00075,11.769,2.17,270.68,internal
0.52925,-0.051,0.0,0.0,-312.43,internal
0.90387,-0.014125,15.957,2.0532,71.292,internal
0.52737,0.052,33.328,-2.2631,-344.46,internal
0.155,-0.0545,40.996,-3.9516,-625.02,internal
0.63125,0.043,0.0,0.0,-215.52,internal
0.37644,0.059,35.702,-2.3746,-561.07,internal
0.47675,0.0545,28.146,-0.99418,-376.14,internal
0.81725,-0.024375,13.642,3.0206,-82.898,internal
0.93254,0.010861,24.215,-3.0779,88.545,internal
0.00275,-0.01025,17.669,-24.794,862.68,internal
0.6515,0.042,18.185,-1.9271,-176.0,internal
0.82888,-0.02325,23.017,2.4488,-46.954,internal
0.99537,-0.001125,7.8048,2.3983,223.67,internal
0.32431,0.060125,39.642,-0.080102,-520.84,internal
0.86563,-0.018625,0.0,0.0,-22.21,internal
0.000125,-0.00125,0.0,0.0,969.54,internal
0.022062,-0.02475,0.0,0.0,-271.67,internal
0.17394,-0.055625,0.0,0.0,-731.37,internal
0.068563,-0.040625,14.849,-4.4506,-505.24,internal
0.1655,0.055125,23.267,2.7696,-470.97,internal
0.0635,-0.03975,40.377,-10.1,-559.21,internal
0.95206,-0.008,21.426,3.3194,97.28,internal
0.18181,0.056375,25.901,4.2464,-621.4,internal
0.24837,0.0595,36.196,-0.0753,-626.49,internal
0.87331,0.01775,0.0,0.0,21.732,internal
0.72594,0.034327,20.304,-2.4439,-157.94,internal
0.75894,0.030625,0.0,0.0,-147.57,internal
0.75819,0.030875,18.507,-1.55,-94.707,internal
0.63575,0.042625,0.0,0.0,-218.61,internal
0.95619,-0.0075,11.941,1.6337,106.14,internal
0.91456,0.01275,14.79,-2.7872,91.854,internal
0.10175,0.04725,27.169,4.6865,-645.73,internal
0.11431,-0.049125,0.0,0.0,-587.34,internal
0.50412,0.052625,0.0,0.0,-378.47,internal
0.24238,0.0595,39.227,1.1963,-640.51,internal
0.27837,-0.06025,38.954,-0.10432,-552.5,internal
0.26581,0.059875,34.845,-0.07243,-623.97,internal
0.524,-0.88,56.086,0.27762,-18.032,internal
0.59844,0.046077,25.499,-2.1344,-248.39,internal
0.48838,0.05375,10.846,-0.82277,-258.46,internal
0.24744,0.059577,21.526,-0.0076716,-426.01,internal
0.37212,-0.059,0.0,0.0,-497.01,internal
0.31606,0.06,0.0,0.0,-501.17,internal
0.21987,-0.058375,0.0,0.0,-609.17,internal
0.5885,0.046625,0.0,0.0,-349.23,internal
0.72744,-0.034125,21.687,2.9514,-166.43,internal
0.31719,0.060125,38.918,-0.12521,-577.7,internal
0.96838,-0.0065,23.925,3.1103,163.03,internal
0.21538,-0.059,42.382,-2.2615,-539.09,internal
0.97606,0.0045,0.0,0.0,98.918,internal
0.42425,-0.05725,31.897,1.9505,-406.26,internal
0.29919,-0.06025,35.929,-0.012797,-523.66,internal
0.40663,-0.0585,18.698,0.45907,-307.61,internal
0.14923,-0.053596,18.845,-1.4355,-466.98,internal
0.64006,0.042375,21.114,-1.437,-240.12,internal
1.004,0.84,55.935,-0.95321,-7.2789,internal
0.49625,-0.053375,15.793,1.5567,-287.74,internal
0.95019,0.00825,19.682,-3.0252,93.734,internal
0.767,-0.03025,25.587,2.8501,-113.86,internal
0.81087,-0.025,0.0,0.0,-36.088,internal
0.11637,-0.049625,17.739,-2.3372,-460.23,internal
0.84519,0.02125,19.744,-1.908,-29.546,internal
0.26694,0.059875,35.458,-0.029205,-607.61,internal
0.84064,0.021846,9.9468,-0.80404,-19.796,internal
0.81106,-0.025327,22.731,2.4973,-59.266,internal
0.97812,-0.004375,11.585,2.7428,153.52,internal
0.29225,0.060125,15.488,0.36577,-396.87,internal
0.4865,-0.0545,33.721,1.9828,-357.65,internal
0.46119,0.055375,17.853,-0.312,-310.83,internal
0.31288,-0.060654,44.486,0.032905,-546.14,internal
0.043437,-0.0335,0.0,0.0,-369.28,internal
0.060125,0.0385,22.183,6.743,-547.16,internal
0.42687,0.057125,9.8895,-1.5259,-273.19,internal
0.73381,-0.0335,22.063,2.5951,-142.8,internal
0.32356,0.060125,39.482,-0.086206,-518.37,internal
0.52138,0.0515,0.0,0.0,-260.6,internal
0.82587,0.0235,21.382,-2.4967,-57.84,internal
0.17975,0.056,0.0,0.0,-498.74,internal
0.6305,0.0435,21.765,-2.0858,-224.2,internal
0.29825,-0.06025,36.107,-0.019932,-524.83,internal
0.58981,0.04675,26.347,-1.9572,-275.6,internal
0.659,-0.042,33.828,3.1865,-203.02,internal
1.412,-0.984,55.645,0.74767,-2.5714,internal
0.38694,0.058827,35.919,-0.71124,-458.85,internal
0.61869,-0.04425,19.195,1.66,-226.69,internal
0.17488,-0.056,25.06,-2.748,-503.33,internal
0.50656,0.05275,25.105,-1.5353,-318.04,internal
0.035937,-0.03075,0.0,0.0,-401.99,internal
0.42106,0.05725,20.422,-3.9037,-501.11,internal
0.755,-0.033,20.64,2.2892,-99.408,internal
0.78967,0.027861,11.794,-1.4155,-49.253,internal
0.66013,-0.040625,19.276,2.2753,-171.22,internal
0.47525,-0.0545,16.284,3.2242,-400.23,internal
0.21837,-0.0585,35.944,-4.0268,-530.42,internal
0.29937,-0.06025,27.054,-0.081614,-464.12,internal
0.074,0.04225,35.342,8.0056,-552.36,internal
0.0665,0.04,0.0,0.0,-627.27,internal
0.69238,-0.038154,21.516,2.0376,-155.37,internal
0.15913,0.05475,21.021,2.1006,-484.59,internal
0.28062,0.060125,25.499,0.33473,-455.01,internal
0.86675,-0.020308,28.409,3.4635,-2.1733,internal
0.022813,0.02525,29.771,16.303,-262.28,internal
0.76625,-0.03025,16.514,1.6814,-91.364,internal
0.24875,-0.05975,40.684,-0.15255,-616.03,internal
0.47356,-0.0545,0.0,0.0,-315.32,internal
0.21556,0.058125,0.0,0.0,-359.18,internal
0.18106,0.0565,36.215,2.4729,-601.44,internal
0.70438,0.03625,0.0,0.0,-176.1,internal
0.86937,0.019,15.212,-2.0278,-5.6813,internal
0.65319,-0.041,0.0,0.0,-179.42,internal
-0.00016667,-0.010444,16.041,-17.616,790.44,internal
0.70456,0.036125,0.0,0.0,-239.42,internal
0.9215,-0.01225,23.564,3.25,68.032,internal
0.40512,0.05825,35.496,-0.92691,-465.64,internal
0.46738,0.05525,30.141,-1.3413,-357.96,internal
0.076812,-0.04275,40.168,-9.2131,-594.94,internal
0.080208,-0.043611,32.769,-7.3604,-532.24,internal
0.92825,-0.011125,19.469,2.727,87.399,internal
0.71506,-0.03525,13.643,2.4244,-131.03,internal
1.376,0.864,55.763,-0.85078,0.043822,internal
0.27762,0.060125,35.477,0.024993,-552.81,internal
0.76681,-0.03,19.694,1.7807,-113.02,internal
0.098563,0.04675,27.302,5.2946,-555.23,internal
0.23975,-0.0595,27.961,-0.26691,-496.59,internal
0.626,0.04375,17.266,-1.4977,-195.08,internal
0.032,0.552,56.74,1.4705,-30.5,internal
0.93463,-0.010125,0.0,0.0,62.904,internal
0.62862,0.04325,0.0,0.0,-240.57,internal
0.60838,0.045,0.0,0.0,-307.76,internal
0.16588,-0.055654,45.833,-4.1448,-645.74,internal
0.056938,0.0375,0.0,0.0,-555.51,internal
0.049625,-0.035625,25.451,-8.8524,-465.19,internal
0.761,0.032,33.113,-3.3697,-114.33,internal
0.84838,-0.021,22.472,2.472,-27.218,internal
0.38131,-0.058625,0.0,0.0,-393.01,internal
0.88662,-0.016125,0.0,0.0,39.53,internal
0.40625,0.058,26.509,-1.5143,-388.87,internal
0.37156,-0.059125,33.088,0.31764,-502.55,internal
0.90125,0.01425,0.0,0.0,-15.081,internal
0.51631,0.052125,25.298,-1.3859,-334.4,internal
0.44825,0.056,11.593,-0.76006,-233.64,internal
0.21669,-0.05825,0.0,0.0,-679.93,internal
0.073063,0.0415,0.0,0.0,-532.18,internal
0.488,-0.05375,17.429,3.3271,-413.45,internal
0.34681,-0.059625,26.84,1.5034,-448.94,internal
0.23,-0.05875,0.0,0.0,-484.92,internal
0.46625,-0.05525,27.412,1.953,-384.79,internal
0.96237,0.007,24.008,-3.2007,155.92,internal
0.97588,-0.004625,0.0,0.0,171.23,internal
0.82737,0.023125,0.0,0.0,-17.435,internal
0.6365,0.042625,16.102,-2.656,-215.01,internal
0.53319,0.050875,23.037,-0.91768,-325.72,internal
0.53431,-0.050875,21.501,1.6627,-278.84,internal
0.81069,-0.02525,19.625,2.6856,-93.244,internal
0.17,-0.05575,40.614,-4.1966,-642.33,internal
0.68731,-0.038,8.7326,0.23011,-121.78,internal
0.074562,0.04225,43.177,9.8187,-612.74,internal
0.54163,0.05025,20.603,-1.3597,-305.71,internal
0.2465,0.059375,0.0,0.0,-913.05,internal
0.022625,-0.025125,22.933,-12.131,-304.31,internal
0.3185,-0.059875,0.0,0.0,-477.89,internal
0.064812,0.03975,31.616,8.0999,-662.62,internal
0.99369,-0.0015,8.7506,2.555,229.7,internal
0.60988,-0.044875,0.0,0.0,-313.22,internal
0.25025,0.059625,31.606,0.67434,-490.69,internal
0.92637,0.01125,12.32,-2.1067,86.154,internal
0.908,0.01375,22.126,-2.4995,60.214,internal
0.1475,0.0535,40.756,4.8051,-637.29,internal
0.62975,-0.044,30.892,2.75,-245.11,internal
0.39425,-0.058375,29.436,0.3559,-451.78,internal
0.66144,0.040375,12.998,-2.2089,-153.05,internal
0.16606,-0.055327,43.372,-3.2253,-717.52,internal
0.46512,-0.0555,14.814,-0.48205,-255.59,internal
0.96519,0.006,0.0,0.0,129.9,internal
0.94869,0.00825,0.0,0.0,144.68,internal
0.82213,-0.02425,19.728,2.1448,-33.85,internal
0.81163,-0.025125,20.873,2.4538,-84.845,internal
0.3515,-0.059625,10.152,0.7244,-298.8,internal
0.68619,-0.038,0.0,0.0,-183.54,internal
0.69612,-0.03725,23.873,2.3072,-160.17,internal
0.017,-0.0235,34.233,-20.529,5.5391,internal
0.62525,-0.0435,0.0,0.0,-176.19,internal
0.8315,0.022875,10.509,-1.8134,-43.889,internal
1.7,0.64,55.968,-0.65611,5.874,internal
0.4325,-0.056875,30.218,1.9646,-383.5,internal
0.33444,0.059875,21.858,-0.014543,-413.07,internal
0.21575,0.0585,41.939,3.3305,-652.35,internal
1.268,-0.4,55.909,1.083,26.884,internal
0.47056,0.054875,26.25,-0.95314,-395.87,internal
0.79869,0.0265,15.51,-1.8775,-49.147,internal
0.52081,0.05175,24.161,-1.1674,-343.0,internal
0.77431,0.02925,17.662,-2.0816,-95.345,internal
0.7265,0.0345,25.57,-2.6091,-140.74,internal
0.7655,-0.03,0.0,0.0,-99.591,internal
0.1925,-0.056875,0.0,0.0,-487.0,internal
0.84369,-0.0215,20.375,2.626,-30.969,internal
0.68881,0.038,25.4,-2.1139,-176.7,internal
0.15294,-0.054077,41.172,-3.4749,-639.86,internal
0.94456,0.008875,13.652,-3.2063,84.98,internal
0.58269,-0.047327,22.701,1.9896,-269.4,internal
0.63556,-0.04275,20.379,1.3012,-212.26,internal
0.29375,-0.060125,33.642,-0.0043231,-534.63,internal
0.98019,-0.004,0.0,0.0,125.5,internal
0.69538,-0.03725,22.394,1.9921,-174.71,internal
0.55775,0.05,33.778,-2.5539,-296.08,internal
0.54669,-0.05,15.565,0.9008,-238.0,internal
0.12988,0.051375,31.791,5.3495,-586.47,internal
0.93406,0.010375,13.498,-1.9547,80.616,internal
0.094625,0.046,28.005,4.8891,-593.65,internal
0.99313,0.002,11.512,-2.4913,177.65,internal
0.90312,-0.014125,0.0,0.0,38.591,internal
0.44844,0.056125,29.805,-1.1658,-393.62,internal
0.4925,-0.0545,26.41,1.605,-324.15,internal
0.53694,-0.05075,28.562,1.5713,-330.72,internal
0.665,-0.041,30.685,2.878,-211.42,internal
0.63912,0.04225,0.0,0.0,-271.44,internal
0.13213,0.051625,28.405,4.9285,-617.94,internal
0.8735,0.01775,0.0,0.0,10.008,internal
0.68881,-0.03775,0.0,0.0,-141.07,internal
0.992,0.808,55.997,-0.97331,-8.22,internal
0.89525,0.0165,22.144,-2.8728,26.519,internal
0.65131,0.0415,25.891,-2.0496,-213.02,internal
0.377,0.05875,0.0,0.0,-387.17,internal
0.0425,-0.033375,35.442,-12.308,-472.15,internal
0.40231,0.05825,29.464,-1.8277,-465.14,internal
0.98506,0.003375,10.472,-3.1475,142.03,internal
0.66556,-0.040125,24.741,2.9871,-209.32,internal
0.66725,-0.0405,31.227,2.928,-210.77,internal
0.8705,-0.01825,19.357,2.1021,0.20241,internal
0.99537,-0.001125,6.6712,2.1913,185.8,internal
0.97137,0.0055,13.972,-1.9549,130.47,internal
0.0155,-0.021,0.0,0.0,29.873,internal
0.50937,0.052375,0.0,0.0,-341.83,internal
0.77244,0.029375,16.546,-1.4772,-85.785,internal
0.9845,-0.003625,19.973,3.7294,134.45,internal
0.27163,0.059875,0.0,0.0,-541.76,internal
0.695,0.037375,21.315,-1.6782,-158.84,internal
0.14375,0.053,32.963,4.7017,-597.22,internal
0.41244,0.0575,0.0,0.0,-365.52,internal
0.6335,-0.04275,0.0,0.0,-197.57,internal
0.89487,-0.015125,0.0,0.0,47.113,internal
0.02525,0.0275,52.832,25.077,-286.79,internal
0.082625,0.043875,37.998,8.1356,-627.39,internal
0.97962,0.00425,16.249,-2.1717,172.11,internal
0.74056,-0.032827,20.414,1.8683,-117.67,internal
0.73887,-0.032875,15.09,1.6849,-102.1,internal
0.79156,0.027375,17.017,-2.4103,-88.729,internal
0.15725,0.0545,41.346,4.2836,-622.01,internal
2.0,-0.976,55.59,0.62181,-2.3854e-05,internal
0.068,-0.040625,16.365,-4.821,-399.95,internal
0.98806,0.00275,8.137,-2.0254,139.95,internal
0.51031,-0.0525,17.912,1.1508,-263.81,internal
0.8345,0.022375,0.0,0.0,-51.396,internal
0.305,0.06,0.0,0.0,-445.91,internal
0.88231,0.017077,21.671,-2.7404,12.126,internal
0.4115,0.058,17.925,0.14496,-327.45,internal
0.60763,0.0455,20.908,-1.3989,-229.42,internal
0.392,-0.0585,34.786,2.1747,-524.63,internal
0.78931,0.02775,10.266,-1.3046,-50.171,internal
0.07775,-0.04275,30.338,-6.7245,-647.18,internal
0.82925,-0.022875,0.0,0.0,-133.17,internal
0.13569,-0.05225,42.37,-4.405,-665.03,internal
0.36125,0.059375,32.856,-0.19451,-496.91,internal
0.042125,0.0335,35.151,11.689,-371.57,internal
0.80469,-0.026,21.201,2.1888,-69.974,internal
0.71525,0.0365,30.589,-2.9351,-173.0,internal
0.662,0.040375,20.422,-1.4047,-189.05,internal
0.668,-0.528,57.32,1.0989,-61.064,internal
1.604,-0.304,56.107,0.50503,21.892,internal
0.96969,-0.0055,0.0,0.0,128.83,internal
0.6185,-0.04475,26.205,2.2438,-239.05,internal
0.29675,0.060125,38.363,-0.0012046,-561.91,internal
0.42875,-0.05725,32.663,1.2796,-428.86,internal
0.48463,0.054,23.322,-1.1391,-345.87,internal
0.48575,0.05375,0.0,0.0,-462.63,internal
0.45987,0.055375,20.052,-3.091,-372.06,internal
0.93931,0.009625,16.285,-1.7309,98.648,internal
0.236,0.061,45.813,1.5365,-597.17,internal
0.071,0.042,50.969,12.048,-578.5,internal
0.75567,-0.033444,35.082,3.5923,-124.19,internal
0.78838,0.02775,23.038,-2.4937,-95.665,internal
0.6305,0.04325,24.088,-2.6942,-250.64,internal
0.57313,-0.048,28.05,2.749,-316.05,internal
0.45275,0.05625,31.877,-1.7643,-377.24,internal
0.39388,-0.05825,0.0,0.0,-440.0,internal
0.091063,-0.0455,18.414,-2.7315,-487.44,internal
0.56413,0.04875,13.482,-0.48637,-193.34,internal
0.3185,0.06,25.826,-4.0661,-489.12,internal
0.82606,0.02325,0.0,0.0,-96.547,internal
0.22119,0.058827,41.215,3.5678,-562.78,internal
0.37981,-0.058875,30.375,0.25735,-471.31,internal
0.7925,-0.028,16.749,1.5502,-69.262,internal
0.23975,0.059125,0.0,0.0,-558.47,internal
0.49456,-0.0535,21.718,1.52,-307.99,internal
0.78031,0.028625,21.532,-2.2017,-74.328,internal
0.88231,-0.01675,12.267,2.2807,30.528,internal
0.71094,-0.0355,0.0,0.0,-238.32,internal
0.94756,-0.008375,0.0,0.0,140.46,internal
0.17431,-0.056,20.171,-1.2137,-482.44,internal
0.97156,0.0055,14.777,-2.1692,129.45,internal
0.15256,-0.054,33.918,-2.8074,-647.58,internal
0.22573,-0.058846,33.381,-0.20927,-570.76,internal
0.31512,0.0605,27.549,0.025387,-451.59,internal
0.881,-0.016875,0.0,0.0,-18.372,internal
0.88963,-0.01625,21.452,2.7262,15.864,internal
0.392,-0.96,55.781,-0.038481,-7.3042,internal
0.70213,-0.03675,23.425,2.3609,-168.97,internal
0.74844,-0.03175,0.0,0.0,-118.13,internal
0.048875,0.036154,53.892,16.779,-514.31,internal
0.34531,0.05975,37.685,-0.33468,-548.52,internal
0.92281,-0.011625,0.0,0.0,74.504,internal
0.95187,-0.0086538,13.666,1.937,99.779,internal
-0.028,-0.416,56.642,-2.249,-16.676,internal
0.119,-0.05,18.168,-2.3063,-460.63,internal
0.079438,-0.042875,0.0,0.0,-548.02,internal
0.80488,0.02625,22.5,-2.635,-74.126,internal
0.86769,-0.018375,0.0,0.0,-20.515,internal
0.88044,0.01725,21.872,-2.8853,11.06,internal
0.2225,-0.0585,0.0,0.0,-657.81,internal
0.26694,-0.06,39.313,-0.0056407,-592.56,internal
0.33444,0.059875,27.753,-0.051478,-458.36,internal
0.431,0.057,21.718,-0.46143,-337.89,internal
0.31813,-0.060125,38.247,2.4202,-658.83,internal
0.88981,0.01575,0.0,0.0,48.366,internal
0.365,-0.059125,0.0,0.0,-424.59,internal
0.87106,-0.018,0.0,0.0,6.2882,internal
0.94531,-0.008875,20.368,2.7003,93.42,internal
0.26469,0.06,37.519,0.034876,-619.03,internal
0.56187,-0.04925,17.717,1.5714,-229.2,internal
0.25925,0.06,36.956,0.15339,-587.52,internal
0.37756,-0.05875,0.0,0.0,-338.09,internal
0.68919,0.037875,8.7911,-1.4196,-125.58,internal
0.25475,0.06,34.447,0.4745,-530.31,internal
0.63369,-0.04275,0.0,0.0,-178.9,internal
0.75538,0.031125,14.188,-3.135,-152.78,internal
-0.000625,0.00175,2.4072,4.1255,1556.6,internal
0.77319,0.029375,21.112,-2.7306,-87.745,internal
0.5315,0.0515,16.429,-0.81058,-234.59,internal
0.65319,-0.04125,24.639,2.6843,-198.4,internal
0.97287,-0.005,0.0,0.0,151.77,internal
0.37887,-0.059,31.378,0.4495,-438.02,internal
0.33687,-0.06,18.53,0.006776,-370.12,internal
0.62356,0.043875,23.193,-2.5821,-256.4,internal
0.84181,-0.021625,10.738,0.8842,-20.892,internal
0.69762,-0.036875,0.0,0.0,-143.89,internal
0.34363,-0.060154,42.16,0.29482,-513.7,internal
0.32412,-0.06025,36.995,0.089558,-495.7,internal
0.078687,0.043077,39.422,8.4354,-591.2,internal
0.3635,0.059125,0.0,0.0,-364.59,internal
0.5285,0.0525,34.601,-2.3909,-339.04,internal
0.06275,0.039,0.0,0.0,-454.05,internal
0.43006,-0.05675,0.0,0.0,-375.74,internal
0.989,0.00275,14.47,-3.2265,178.46,internal
0.908,0.016,23.388,-3.0817,30.591,internal
0.15331,-0.053875,22.981,-2.3703,-552.19,internal
0.74675,-0.032125,22.263,2.5125,-178.43,internal
0.989,-0.002625,15.506,3.5199,201.16,internal
0.95281,-0.0080769,24.341,3.3457,119.13,internal
0.77544,0.029327,21.706,-2.5306,-108.1,internal
0.29037,-0.06025,36.132,-0.0064285,-543.59,internal
0.21275,-0.0585,28.097,-2.2487,-486.04,internal
0.37625,-0.058875,0.0,0.0,-514.47,internal
0.0785,-0.04325,41.164,-8.4582,-599.21,internal
0.68075,-0.038625,18.639,1.2689,-172.06,internal
0.97962,-0.004125,0.0,0.0,169.75,internal
0.0275,-0.027625,36.323,-16.454,-231.91,internal
0.039687,0.0325,32.167,12.133,-363.23,internal
0.1745,-0.055875,26.284,-1.9662,-529.21,internal
0.422,-0.05775,18.539,0.96952,-307.05,internal
0.40475,0.058,31.069,-0.55509,-441.77,internal
0.93894,0.00975,20.634,-2.9215,104.06,internal
0.47394,0.05475,29.297,-1.4345,-354.19,internal
0.34644,-0.059625,13.921,1.8856,-393.84,internal
0.35131,-0.059625,29.083,0.20369,-476.24,internal
0.88325,-0.016625,11.475,2.7361,-11.384,internal
0.4775,-0.05475,27.569,2.1737,-372.08,internal
0.5855,0.04675,0.0,0.0,-401.41,internal
0.533,-0.050875,20.914,0.93824,-300.96,internal
0.0605,0.03875,38.535,10.652,-607.67,internal
0.21669,-0.058577,39.96,-1.0003,-604.89,internal
0.73681,-0.033327,24.354,2.452,-141.97,internal
0.47281,-0.054625,0.0,0.0,-376.16,internal
0.58531,-0.047077,28.576,2.0322,-303.65,internal
0.194,0.057125,26.812,0.85388,-570.9,internal
0.26206,-0.06,33.735,-1.1006,-501.79,internal
0.67644,0.03925,19.869,-1.7214,-161.36,internal
0.35075,0.06,33.296,-0.3782,-469.55,internal
0.83525,0.023,27.806,-3.1752,-47.473,internal
0.41525,-0.05775,31.388,2.0644,-419.07,internal
0.89504,0.015611,24.603,-3.0217,25.173,internal
0.44188,-0.056375,29.556,0.62434,-440.71,internal
0.66088,-0.04075,26.63,2.5014,-203.12,internal
0.81425,-0.024625,0.0,0.0,-39.864,internal
0.21763,0.05825,0.0,0.0,-503.32,internal
0.28794,0.06,0.0,0.0,-590.14,internal
0.86019,0.0195,11.783,-1.6298,-16.696,internal
0.90444,-0.013875,0.0,0.0,30.503,internal
0.9515,0.007875,0.0,0.0,148.28,internal
0.83975,-0.022,21.464,2.2275,-36.223,internal
0.71825,-0.034875,0.0,0.0,-125.26,internal
0.89056,-0.016077,23.07,2.8687,20.135,internal
0.20019,-0.057375,0.0,0.0,-582.49,internal
0.69631,0.037125,7.7979,-0.67278,-116.47,internal
0.956,-0.0085,22.852,2.9401,133.15,internal
0.29563,0.060125,26.797,0.022885,-483.73,internal
0.81012,0.02525,19.492,-2.1339,-46.239,internal
0.46231,-0.0555,21.772,1.3396,-322.73,internal
0.93406,-0.0105,12.233,1.4526,60.851,internal
0.42181,-0.057375,25.565,1.095,-378.52,internal
0.857,0.02,18.802,-2.0695,-14.631,internal
0.39875,0.058125,0.0,0.0,-518.23,internal
0.96838,-0.006,17.467,2.2398,146.58,internal
0.11469,-0.049125,0.0,0.0,-617.09,internal
0.6275,0.04325,0.0,0.0,-298.01,internal
0.65844,0.04075,22.835,-2.2996,-223.52,internal
0.46231,0.05525,20.687,-2.0936,-340.11,internal
0.32188,-0.06,35.897,0.096541,-511.91,internal
0.64475,0.041875,15.569,-3.2881,-256.92,internal
0.33725,-0.059875,21.083,0.0048698,-408.96,internal
0.49025,0.0535,0.0,0.0,-300.84,internal
0.72406,0.034375,15.489,-1.7426,-115.85,internal
0.75575,-0.0315,25.943,2.7051,-118.33,internal
0.99537,0.001125,7.9497,-2.4306,230.71,internal
0.089,0.044875,0.0,0.0,-565.31,internal
0.73119,-0.033625,11.184,2.3919,-148.69,internal
0.10794,-0.04825,30.489,-4.969,-719.71,internal
0.027125,-0.02725,26.18,-12.072,-262.66,internal
0.81181,-0.024875,0.0,0.0,-98.527,internal
0.32806,-0.059875,0.0,0.0,-507.57,internal
0.14938,0.053375,0.0,0.0,-434.88,internal
0.14581,0.053125,16.104,1.7106,-493.05,internal
-6.25e-05,0.00225,1.0413,5.7154,1121.0,internal
0.74262,0.032375,0.0,0.0,-74.847,internal
0.64344,-0.042125,23.877,3.0337,-251.24,internal
0.61606,0.04425,0.0,0.0,-249.1,internal
0.88775,-0.016,0.0,0.0,34.088,internal
0.428,-0.059,38.209,1.6779,-407.97,internal
0.695,-0.03775,18.474,1.5229,-152.32,internal
0.614,-0.044625,19.258,1.0852,-226.73,internal
0.365,0.05975,20.255,-0.39457,-355.32,internal
0.22119,-0.058625,22.054,-4.2622,-394.1,internal
0.38244,0.05875,25.968,-0.42439,-424.97,internal
0.75706,-0.031,20.594,1.8623,-106.91,internal
0.85137,0.020375,0.0,0.0,-6.8647,internal
0.41806,-0.0575,25.919,2.5517,-436.29,internal
0.455,-0.0555,0.0,0.0,-341.0,internal
0.96125,-0.0065,0.0,0.0,89.348,internal
0.098937,0.04675,24.401,3.9361,-597.38,internal
0.40494,-0.058,30.965,0.54571,-448.33,internal
0.50525,-0.05325,25.858,1.6073,-319.07,internal
0.02975,-0.02825,0.0,0.0,-272.11,internal
0.47488,-0.055154,27.905,1.6513,-345.73,internal
0.12219,0.050125,0.0,0.0,-527.44,internal
0.44675,0.056125,16.788,-0.16454,-254.76,internal
0.29525,0.06,0.0,0.0,-565.3,internal
0.99687,-0.00075,0.0,0.0,262.9,internal
0.30781,0.06,0.0,0.0,-524.64,internal
0.1085,0.049,52.854,8.75,-664.8,internal
0.79231,0.027327,21.515,-2.2445,-80.773,internal
0.76625,-0.030125,22.051,2.6291,-99.223,internal
0.61962,0.044,0.0,0.0,-244.88,internal
0.90838,-0.013625,20.248,2.5445,26.224,internal
0.14938,-0.054,24.97,-3.0318,-486.49,internal
0.71263,-0.036,27.016,2.6526,-178.38,internal
0.50825,-0.05275,25.993,2.1414,-326.97,internal
0.95169,0.007875,0.0,0.0,122.73,internal
0.719,-0.036,30.388,3.0088,-159.77,internal
0.49812,-0.053125,14.739,2.9684,-379.19,internal
0.50094,0.053,20.562,-1.0825,-323.17,internal
0.67738,-0.039654,32.197,2.9391,-211.39,internal
0.70662,0.036125,16.824,-1.3348,-148.1,internal
1.112,-0.528,56.122,1.2651,5.9465,internal
0.71994,0.034875,13.369,-1.7209,-131.26,internal
0.65356,0.041,0.0,0.0,-173.47,internal
0.0025625,0.009125,9.1306,13.305,749.27,internal
0.053375,0.0365,0.0,0.0,-405.96,internal
0.87238,0.018,17.027,-2.1534,22.241,internal
-0.136,-0.312,55.59,-2.5513,47.864,internal
0.47994,-0.054125,0.0,0.0,-317.51,internal
0.42779,-0.057361,28.646,0.98702,-374.17,internal
0.96538,0.00625,8.9833,-1.3364,97.711,internal
