x,y,U,V,p,patch
0.36219,-0.059577,38.394,0.78247,-516.15,internal
0.96158,-0.0077222,26.766,3.4967,153.93,internal
0.29731,0.060125,36.101,-0.0011229,-545.93,internal
0.95675,0.007375,19.717,-3.1845,125.27,internal
0.6005,-0.0465,31.52,2.5718,-259.41,internal
0.59562,-0.046125,20.332,1.2441,-250.59,internal
0.12594,0.05075,0.0,0.0,-676.68,internal
0.89788,-0.01525,13.37,1.7397,21.549,internal
0.1415,0.052625,18.731,4.1163,-543.7,internal
0.71412,0.03525,0.0,0.0,-109.61,internal
0.10513,0.04775,19.567,4.6909,-597.61,internal
0.086375,-0.0445,31.296,-6.6359,-621.66,internal
0.69987,-0.03675,14.298,2.4947,-145.58,internal
0.1745,0.05575,13.205,-0.26823,-441.7,internal
0.34869,0.0595,0.0,0.0,-477.45,internal
0.41844,0.057375,14.045,-0.96826,-315.2,internal
0.79569,0.02675,0.0,0.0,-86.196,internal
0.59412,-0.04625,21.27,1.4206,-252.85,internal
0.60294,-0.045827,28.508,2.3586,-247.61,internal
0.065937,0.039875,0.0,0.0,-476.4,internal
0.80394,0.026,21.54,-2.9771,-91.542,internal
0.8345,0.02275,23.44,-2.5707,-47.947,internal
0.060875,-0.038625,0.0,0.0,-409.18,internal
0.99331,-0.00175,15.867,3.2439,244.29,internal
0.054333,0.037361,34.942,10.269,-453.76,internal
0.36687,-0.0595,36.049,0.52916,-494.05,internal
0.24987,0.06,31.241,0.7331,-482.92,internal
0.43194,-0.057,34.634,2.3189,-471.4,internal
0.67062,0.0395,0.0,0.0,-140.22,internal
0.78856,-0.0275,0.0,0.0,-82.999,internal
0.7505,0.0325,18.612,-1.9359,-95.798,internal
-6.25e-05,0.001125,0.61959,1.027,1702.7,internal
0.91119,-0.013327,22.999,3.2517,60.26,internal
0.5165,-0.05225,29.801,1.7419,-362.32,internal
0.2135,-0.058125,0.0,0.0,-606.5,internal
0.37887,-0.05925,37.292,0.60216,-462.11,internal
0.599,0.046,11.91,-1.0031,-182.54,internal
0.88138,0.016875,13.138,-2.4044,28.56,internal
0.60744,-0.045125,16.776,1.7748,-221.02,internal
0.42781,-0.056875,0.0,0.0,-381.23,internal
0.88606,-0.016577,12.662,1.8192,13.773,internal
0.7925,0.0275,20.666,-2.3149,-83.992,internal
0.82831,-0.023125,13.431,2.9924,-76.328,internal
0.38919,-0.0585,25.816,1.1483,-422.86,internal
0.158,0.05425,0.0,0.0,-609.93,internal
0.341,-0.059625,0.0,0.0,-414.1,internal
0.047,-0.034625,0.0,0.0,-591.85,internal
1.556,0.84,55.771,-0.7573,1.3413,internal
0.41056,0.05775,27.068,-0.53637,-403.28,internal
0.95525,0.007375,0.0,0.0,163.0,internal
0.66575,0.041,26.692,-2.1865,-174.12,internal
0.218,-0.0585,36.422,-2.4076,-552.74,internal
0.13006,-0.051125,0.0,0.0,-524.0,internal
0.78556,-0.028,22.455,2.7413,-123.13,internal
0.76063,0.0305,0.0,0.0,-96.583,internal
0.29469,0.060125,37.319,-0.0021807,-559.48,internal
0.57313,-0.0485,26.866,2.0881,-248.12,internal
0.98225,-0.004,19.761,2.7555,170.36,internal
0.88362,-0.016625,15.538,1.9847,37.652,internal
-0.088,-0.552,56.266,-1.5092,-4.034,internal
0.9605,0.00675,12.606,-2.9569,131.69,internal
0.72706,-0.034125,15.429,0.97643,-128.5,internal
0.014375,-0.020125,0.0,0.0,54.236,internal
0.37831,0.05875,0.0,0.0,-398.01,internal
0.2915,-0.06,0.0,0.0,-530.13,internal
0.875,-0.017625,10.949,2.641,-17.184,internal
0.089375,-0.045,0.0,0.0,-669.55,internal
0.71844,0.035,16.908,-1.9086,-148.2,internal
0.83881,-0.022,19.683,1.9404,-40.113,internal
0.40925,-0.058,34.327,2.1674,-445.49,internal
0.18444,0.0565,25.833,1.0504,-567.07,internal
0.7205,-0.037,29.909,2.9533,-148.04,internal
0.18144,0.056125,0.0,0.0,-488.26,internal
0.87125,-0.018,0.0,0.0,33.778,internal
0.094625,-0.046,22.433,-4.0685,-555.33,internal
0.78706,-0.027875,20.02,2.5221,-85.048,internal
0.99594,0.001,6.9881,-2.1613,195.58,internal
0.284,-0.632,57.112,-0.50873,-56.587,internal
0.087875,-0.044875,24.722,-5.9423,-524.59,internal
0.64494,0.041875,15.602,-2.6715,-197.93,internal
0.0035,-0.0105,15.995,-19.212,987.03,internal
0.30013,0.0605,36.507,0.013881,-522.77,internal
0.34606,0.059625,0.0,0.0,-464.0,internal
0.70231,0.036827,25.442,-2.7083,-179.27,internal
0.31306,-0.06,0.0,0.0,-532.59,internal
0.064062,-0.03975,41.498,-10.841,-590.81,internal
0.019437,0.023375,0.0,0.0,-275.31,internal
0.20019,0.057625,23.148,0.96845,-445.16,internal
0.006875,-0.014625,23.344,-22.715,450.89,internal
0.3245,0.059875,0.0,0.0,-473.52,internal
0.6095,0.045,20.112,-1.3349,-230.14,internal
0.35169,0.05975,38.318,-0.85608,-540.38,internal
0.48181,0.05425,17.761,-1.6353,-310.02,internal
0.02,0.368,57.081,2.6683,-39.374,internal
0.38356,-0.05875,18.108,-0.69814,-350.55,internal
0.15106,0.053625,0.0,0.0,-679.19,internal
0.68413,-0.03875,25.942,2.5835,-195.27,internal
0.33725,-0.061308,42.821,0.45388,-510.88,internal
0.242,-0.05925,0.0,0.0,-518.1,internal
0.92637,-0.01175,24.124,3.1546,68.789,internal
0.018125,0.022875,36.943,21.946,-155.67,internal
0.60125,0.04575,25.282,-2.5109,-256.91,internal
0.85513,-0.02025,9.838,1.3906,-3.3608,internal
0.18575,-0.0565,0.0,0.0,-627.05,internal
-0.268,0.304,55.157,1.6717,73.788,internal
0.015875,-0.0215,36.038,-23.346,-86.088,internal
0.17525,0.05575,0.0,0.0,-803.74,internal
0.48706,-0.053875,20.527,0.67094,-330.74,internal
0.16456,-0.054875,0.0,0.0,-519.89,internal
0.58381,-0.047327,30.31,2.6094,-307.88,internal
0.61813,-0.045,30.966,2.7286,-260.55,internal
0.57969,-0.047375,18.584,1.9294,-255.19,internal
0.39294,0.058375,25.001,-1.1414,-415.74,internal
0.9095,0.013375,13.875,-3.3096,32.473,internal
0.69181,0.03775,25.306,-3.0039,-184.83,internal
0.12219,0.05025,16.821,4.0035,-540.78,internal
0.49325,-0.0535,12.248,0.0062163,-257.73,internal
0.67414,0.039346,24.632,-1.8619,-192.6,internal
0.48031,0.054577,32.177,-1.7052,-350.72,internal
0.63519,0.042625,0.0,0.0,-188.69,internal
0.32356,0.06,25.503,-0.001082,-443.9,internal
0.15969,-0.0545,25.654,-1.9164,-615.54,internal
0.76456,0.03025,21.159,-2.4753,-135.9,internal
0.92769,0.011327,21.457,-2.6083,81.319,internal
0.22138,0.058375,0.0,0.0,-436.01,internal
0.45875,0.05575,32.295,-1.1656,-396.98,internal
0.18688,-0.0565,0.0,0.0,-457.41,internal
0.27613,0.059875,0.0,0.0,-594.78,internal
0.11319,-0.048875,0.0,0.0,-549.47,internal
0.31813,0.06,0.0,0.0,-726.95,internal
0.000125,-0.0025,0.0,0.0,1175.1,internal
0.74975,0.031625,0.0,0.0,-94.367,internal
0.011982,0.018846,32.594,23.62,-32.558,internal
-0.004,-0.52,56.655,-1.6468,-23.618,internal
0.362,0.05975,39.821,-0.7014,-518.27,internal
0.66312,0.04025,21.749,-1.6666,-189.56,internal
0.79456,0.026875,0.0,0.0,-72.558,internal
0.97494,-0.00475,0.0,0.0,175.29,internal
0.0065,0.015,36.192,34.443,523.74,internal
0.94888,0.00825,0.0,0.0,91.122,internal
0.98844,-0.002625,9.1114,2.7659,175.49,internal
0.13981,0.0525,20.711,2.1133,-566.49,internal
0.83375,-0.0225,10.135,2.3471,-57.458,internal
0.71319,0.035375,0.0,0.0,-151.43,internal
0.003875,0.01175,19.975,24.178,666.39,internal
0.97156,0.0055,17.123,-2.452,142.58,internal
0.44563,0.05625,32.104,-1.8236,-419.46,internal
0.59356,0.046125,0.0,0.0,-245.35,internal
0.0515,-0.037,28.447,-8.6478,-354.9,internal
1.568,-0.312,56.067,0.54531,23.66,internal
0.049625,0.035625,27.356,9.5416,-475.76,internal
0.88138,-0.0175,26.5,3.4004,14.908,internal
0.044188,0.03375,0.0,0.0,-572.79,internal
0.65431,-0.041,0.0,0.0,-267.44,internal
0.07325,0.041625,0.0,0.0,-388.25,internal
0.031625,-0.02925,31.253,-14.17,-437.72,internal
0.94306,0.009,0.0,0.0,111.37,internal
0.23038,0.0595,44.863,2.5374,-577.09,internal
0.83675,-0.023,16.626,1.8615,-41.068,internal
0.81837,0.02475,21.531,-2.5781,-56.746,internal
0.61456,-0.044827,27.648,2.6419,-268.86,internal
0.128,-0.0515,28.853,-4.2559,-515.88,internal
0.20112,-0.05775,36.296,-2.9882,-589.39,internal
0.64606,-0.042,25.825,2.8531,-227.41,internal
0.77731,0.029077,24.831,-2.6509,-91.907,internal
0.98188,-0.004,17.098,2.5462,166.67,internal
0.83225,-0.02275,20.21,2.1154,-45.26,internal
0.51313,0.0525,28.676,-1.7018,-364.93,internal
0.80881,0.025577,23.557,-2.5866,-56.61,internal
0.53094,-0.050875,0.0,0.0,-304.6,internal
0.73775,0.03325,23.676,-2.1551,-130.43,internal
0.11375,-0.049,0.0,0.0,-651.02,internal
0.90087,-0.01475,17.54,2.1965,32.71,internal
0.63275,-0.04325,22.893,1.8618,-214.58,internal
1.904,0.896,55.719,-0.62969,-0.45921,internal
0.68975,0.03775,18.151,-1.8794,-155.45,internal
0.44844,-0.056125,25.315,0.97853,-321.02,internal
0.97006,0.0058269,21.644,-2.8762,166.02,internal
0.015125,0.020875,24.799,16.554,-14.573,internal
0.68075,-0.0385,0.0,0.0,-184.21,internal
0.029,0.028,0.0,0.0,-215.11,internal
0.14,-0.054,55.237,-6.617,-620.85,internal
0.97644,-0.0045,0.0,0.0,192.74,internal
0.38263,0.058875,31.768,-0.60884,-440.31,internal
0.77938,0.028625,16.841,-1.5199,-76.857,internal
0.26375,0.0605,21.56,1.3076,-405.85,internal
0.20581,0.057875,29.029,2.5017,-664.61,internal
-0.00025,0.0075,15.687,19.268,1428.1,internal
0.338,-0.059875,37.25,0.20848,-561.56,internal
0.66237,-0.04025,0.0,0.0,-260.01,internal
0.87256,-0.017875,0.0,0.0,5.5727,internal
0.32113,0.0605,37.408,-0.2273,-490.11,internal
0.81463,-0.024625,0.0,0.0,-46.732,internal
0.6455,0.04225,17.852,-1.5045,-183.35,internal
0.77094,-0.02975,18.506,2.1186,-94.638,internal
0.56994,-0.048125,15.363,1.4426,-205.42,internal
0.33838,0.06,15.993,-0.43054,-358.14,internal
0.63369,-0.043,20.279,1.7803,-194.98,internal
0.52381,0.0515,16.429,-0.74934,-257.34,internal
0.43644,0.056827,34.867,-1.2432,-425.26,internal
-0.64,-0.176,55.324,-0.2947,71.476,internal
0.62525,0.0435,0.0,0.0,-148.98,internal
0.60856,0.04525,22.383,-2.3771,-250.96,internal
0.12425,0.051,44.117,5.9551,-612.36,internal
0.13381,-0.051625,0.0,0.0,-576.47,internal
0.098,-0.0465,0.0,0.0,-625.18,internal
0.29281,0.060327,42.271,-0.0013305,-570.79,internal
0.77881,-0.028625,13.253,2.8769,-118.66,internal
0.91363,-0.0135,14.913,2.1762,28.117,internal
0.85962,-0.019375,0.0,0.0,2.2569,internal
0.52812,0.05125,25.585,-1.578,-364.95,internal
0.45444,-0.055827,25.599,1.2576,-354.34,internal
0.077937,0.042875,24.733,6.1613,-534.04,internal
0.060875,-0.039,18.909,-4.5385,-386.96,internal
0.17337,0.056,24.319,3.0383,-493.81,internal
1.964,0.072,55.4,-0.14513,2.2182,internal
0.119,0.04975,0.0,0.0,-643.01,internal
0.86937,-0.018375,11.391,1.1685,-1.3716,internal
0.083187,-0.044,28.347,-5.8981,-535.28,internal
0.45463,-0.05575,24.041,1.617,-363.81,internal
0.00875,0.017,38.387,31.827,310.22,internal
0.18387,0.056375,0.0,0.0,-695.52,internal
0.72688,-0.034125,19.039,1.3941,-140.24,internal
0.33838,0.0605,28.178,-0.61044,-445.08,internal
0.51556,-0.052,6.1918,2.7787,-220.63,internal
0.059188,0.03825,18.145,5.5549,-594.42,internal
0.14337,0.05275,0.0,0.0,-592.81,internal
0.10513,0.047875,30.206,6.0301,-597.0,internal
0.30838,0.060125,15.551,0.34762,-376.4,internal
0.83956,0.021875,13.318,-1.5266,-17.143,internal
0.79287,-0.02725,10.014,0.86435,-50.558,internal
0.58775,0.046625,0.0,0.0,-239.22,internal
0.81406,-0.024625,0.0,0.0,-92.511,internal
0.21275,0.0585,39.815,2.963,-565.5,internal
0.22081,0.058625,34.145,2.0182,-512.64,internal
0.233,-0.062,47.546,-2.3581,-570.02,internal
0.24425,-0.059375,33.386,-0.017504,-618.6,internal
0.28231,0.06025,41.2,1.8653,-654.47,internal
0.38075,-0.05925,32.539,1.5532,-471.32,internal
0.86619,-0.018625,0.0,0.0,12.058,internal
0.68975,0.037875,10.22,-0.44407,-120.62,internal
0.77281,-0.029125,0.0,0.0,-157.11,internal
0.88531,0.0165,10.784,-1.7594,2.0902,internal
0.12594,-0.051,34.922,-4.7455,-607.3,internal
0.50788,-0.0525,0.0,0.0,-424.21,internal
0.31662,-0.0605,33.307,0.094266,-498.75,internal
0.14094,-0.0525,0.0,0.0,-656.24,internal
0.26862,0.06,39.385,0.19057,-564.51,internal
0.23525,-0.05925,31.836,-0.4536,-562.08,internal
0.50037,-0.052875,0.0,0.0,-241.02,internal
0.10175,-0.047375,34.225,-5.6547,-634.59,internal
0.18669,-0.056625,22.116,-2.1811,-493.97,internal
0.93913,-0.010154,24.484,3.1449,99.749,internal
0.48013,0.054375,26.769,-1.5361,-340.19,internal
0.35881,0.05925,0.0,0.0,-431.28,internal
0.67625,-0.039125,22.993,2.6938,-188.7,internal
0.05,-0.03575,34.017,-10.341,-509.55,internal
0.53338,0.05075,0.0,0.0,-335.18,internal
0.037062,0.031125,0.0,0.0,-286.04,internal
0.78481,0.028,14.178,-2.5604,-84.054,internal
0.203,-0.058,40.817,-3.2874,-581.22,internal
0.81988,0.0245,24.709,-2.853,-56.838,internal
0.90669,0.013875,13.736,-2.0552,36.962,internal
0.3785,-0.05875,0.0,0.0,-392.32,internal
1.208,-0.128,55.099,0.99817,85.125,internal
0.20131,-0.0575,0.0,0.0,-719.48,internal
0.2495,0.0605,39.456,0.93405,-548.78,internal
0.61719,-0.04425,0.0,0.0,-319.43,internal
0.84013,0.021875,20.41,-2.3964,-63.192,internal
0.92263,0.01225,21.702,-2.8898,79.157,internal
0.41619,-0.057625,30.59,0.96085,-401.27,internal
0.551,0.05,29.561,-2.2163,-302.51,internal
0.9425,0.00925,22.314,-3.3276,108.13,internal
0.55287,0.0495,16.114,-1.3733,-250.9,internal
0.95975,-0.00675,0.0,0.0,172.21,internal
0.35469,0.05975,36.348,-0.41593,-469.48,internal
0.96219,0.0065,0.0,0.0,121.71,internal
0.55681,-0.049,0.0,0.0,-244.64,internal
0.90688,-0.01375,18.276,2.303,68.924,internal
0.63762,-0.043,29.317,2.7602,-233.21,internal
0.79212,0.02725,18.308,-1.9781,-71.331,internal
0.006125,0.013625,0.0,0.0,405.12,internal
0.647,0.04175,23.227,-1.6019,-210.08,internal
0.33237,-0.06025,30.783,0.27907,-452.36,internal
0.82625,0.0235,22.29,-2.7353,-51.847,internal
0.21012,-0.05825,40.156,-3.0851,-578.3,internal
0.49588,0.053375,12.816,-0.60622,-249.24,internal
0.55325,0.04975,16.631,-1.4662,-241.52,internal
0.34175,0.05975,26.57,-0.10662,-444.98,internal
0.90425,-0.013875,0.0,0.0,-7.5448,internal
0.4265,-0.056875,0.0,0.0,-459.09,internal
0.19456,-0.057125,20.504,-4.3913,-509.74,internal
0.14206,-0.052625,0.0,0.0,-673.37,internal
0.88625,0.0175,24.95,-3.2825,8.8233,internal
0.77225,0.02925,0.0,0.0,-64.776,internal
0.70119,-0.036827,18.857,1.9219,-149.77,internal
0.77188,0.029375,13.993,-3.0497,-129.38,internal
0.53338,-0.0515,24.304,1.6557,-286.58,internal
0.54706,-0.05,27.528,1.6392,-295.13,internal
0.83656,0.022125,0.0,0.0,-44.995,internal
0.54931,-0.049827,28.369,1.9375,-318.25,internal
0.15969,-0.054625,24.557,-2.3698,-520.78,internal
0.14525,0.0535,35.926,3.9318,-597.02,internal
0.29525,-0.060125,34.236,0.0033733,-535.04,internal
0.64719,-0.041625,0.0,0.0,-178.03,internal
0.8525,-0.0205,17.695,1.9053,-6.6506,internal
0.41319,-0.05775,31.548,0.98609,-407.51,internal
0.31475,-0.06025,42.073,0.040519,-549.78,internal
0.09725,0.0465,31.823,5.3487,-664.24,internal
0.38131,0.059,30.715,-1.5314,-422.87,internal
0.005,-0.01375,16.805,-17.295,430.6,internal
0.22212,0.058625,32.239,0.32954,-679.66,internal
0.52962,-0.051125,20.151,0.76208,-299.65,internal
0.66275,0.042,32.806,-3.1972,-197.6,internal
0.025812,0.0265,0.0,0.0,-227.88,internal
0.64925,-0.0415,20.819,1.9899,-183.5,internal
0.46962,-0.054875,19.922,0.74332,-326.84,internal
0.31288,-0.06025,25.163,-0.1426,-437.36,internal
0.84556,-0.02125,20.551,2.8451,-46.272,internal
0.27744,-0.06025,38.91,-0.056371,-562.52,internal
1.364,0.2,55.714,-0.68105,48.884,internal
0.31475,-0.06025,12.746,-0.90576,-317.0,internal
0.014937,-0.0205,0.0,0.0,53.53,internal
0.84688,0.021,9.919,-1.4783,-21.245,internal
0.020375,0.024125,35.377,20.175,-158.68,internal
0.7085,-0.038,30.745,2.9285,-176.17,internal
0.33556,-0.06,14.325,0.059669,-328.83,internal
0.182,-0.056375,31.175,-2.7836,-729.33,internal
0.38263,-0.058875,15.435,0.086351,-318.49,internal
0.11394,0.049,0.0,0.0,-566.14,internal
0.18462,-0.05675,33.834,-2.5492,-571.48,internal
0.0018125,0.00775,8.2025,12.308,1063.2,internal
0.17713,-0.05625,36.764,-1.6622,-684.53,internal
0.2255,0.058625,0.0,0.0,-617.25,internal
0.72875,0.035,30.482,-3.1531,-143.74,internal
0.122,-0.051,51.904,-7.1031,-623.04,internal
0.176,0.055875,23.055,1.4656,-576.95,internal
0.034063,-0.03,0.0,0.0,-492.74,internal
0.63613,-0.043,27.784,2.5787,-245.14,internal
0.80413,0.02575,0.0,0.0,-46.489,internal
0.29169,0.060125,28.085,0.017888,-502.46,internal
0.20019,0.0575,16.048,-0.063689,-405.22,internal
0.56375,0.04875,27.744,-1.7743,-278.03,internal
0.401,0.058125,26.554,-0.33711,-433.31,internal
2.0,-0.056,54.265,0.1389,4.1005e-07,internal
0.20656,0.05775,0.0,0.0,-653.25,internal
0.10738,-0.04825,36.332,-5.4944,-650.15,internal
0.062563,-0.039125,17.216,-4.9751,-602.99,internal
0.71113,-0.035625,9.2093,1.9611,-129.93,internal
0.5255,0.05125,0.0,0.0,-307.99,internal
1.952,-0.576,56.138,0.55909,1.1584,internal
0.99575,0.002,18.978,-3.7886,262.67,internal
0.68956,-0.03775,15.156,2.5983,-163.7,internal
0.68713,0.038125,10.157,-1.1095,-126.97,internal
0.53581,0.050625,16.228,-2.6521,-297.13,internal
0.75388,-0.03125,0.0,0.0,-169.68,internal
-0.088,0.632,56.184,1.2607,-5.1735,internal
0.61569,0.0445,16.622,-0.89543,-197.98,internal
0.90669,-0.014077,24.596,3.1861,51.781,internal
0.05825,0.039,56.592,15.141,-618.84,internal
0.4145,0.060615,37.761,-1.5172,-405.63,internal
0.012963,-0.020191,40.033,-26.506,38.776,internal
0.93629,0.010361,23.913,-2.969,96.981,internal
0.99762,0.000625,6.9533,-2.0292,270.71,internal
0.3365,-0.05975,0.0,0.0,-467.68,internal
0.76531,0.03025,23.401,-2.139,-96.826,internal
0.091625,0.046154,41.068,7.7469,-560.45,internal
0.81238,-0.024875,0.0,0.0,-47.534,internal
0.182,-0.057,43.875,-3.1988,-600.42,internal
0.067625,0.040375,17.083,4.9696,-537.22,internal
0.35619,0.0595,30.567,-0.16211,-472.23,internal
0.28119,0.06025,40.197,1.2807,-487.09,internal
0.81425,0.0255,27.079,-3.2328,-59.034,internal
0.95656,0.007125,0.0,0.0,63.335,internal
0.314,0.06025,41.464,-0.02835,-546.44,internal
0.50937,0.0525,23.188,-1.0638,-328.54,internal
0.692,-0.408,57.732,1.6399,-76.883,internal
0.986,-0.003125,0.0,0.0,162.55,internal
0.50638,-0.053,27.653,1.9972,-334.02,internal
0.06725,-0.041,53.337,-13.261,-608.22,internal
0.18031,0.056327,34.951,2.0047,-681.87,internal
0.86019,0.01925,0.0,0.0,-45.961,internal
0.20225,-0.059,50.432,-2.8582,-626.96,internal
0.044375,-0.034,36.151,-12.348,-446.55,internal
0.76606,0.03,10.892,-2.477,-118.14,internal
0.82044,-0.023875,0.0,0.0,-127.71,internal
0.32431,-0.06,26.93,0.0015871,-453.07,internal
0.95375,-0.00775,20.697,2.7498,117.56,internal
0.20469,0.058077,42.725,2.161,-617.23,internal
0.45556,0.05575,26.172,-1.1782,-334.56,internal
0.86862,-0.01875,23.199,2.816,-2.4593,internal
0.71938,0.034875,19.038,-1.3803,-153.78,internal
0.077,-0.0425,0.0,0.0,-645.41,internal
-0.232,-0.936,55.609,-0.83028,3.2997,internal
0.22212,-0.059,43.931,-1.3574,-675.49,internal
0.5,-0.053125,23.065,1.8677,-371.99,internal
0.62225,0.04375,0.0,0.0,-159.08,internal
0.60894,0.044875,0.0,0.0,-214.01,internal
0.88531,0.016577,23.291,-3.2964,-1.1739,internal
0.96575,0.00625,21.144,-2.7096,160.49,internal
0.32244,0.060125,31.226,-0.089267,-471.13,internal
0.16438,-0.055,29.535,-3.7416,-531.3,internal
0.49494,-0.053577,24.881,1.317,-324.16,internal
0.33988,-0.059875,36.299,0.96453,-474.58,internal
0.28081,-0.060327,21.237,-0.53073,-407.2,internal
0.77731,0.028875,19.047,-1.6206,-96.474,internal
0.98956,-0.0025,15.675,3.6,205.43,internal
0.13794,0.0525,35.5,4.4812,-600.14,internal
0.35075,-0.0595,0.0,0.0,-435.36,internal
0.092,-0.045625,31.449,-6.6187,-571.93,internal
0.42987,0.057,32.446,-1.7194,-388.64,internal
0.23825,-0.059125,0.0,0.0,-926.47,internal
0.081312,0.043375,0.0,0.0,-768.4,internal
0.77562,-0.028875,0.0,0.0,-77.516,internal
0.14263,-0.052875,30.91,-5.1141,-581.51,internal
0.3755,0.0595,19.743,0.088304,-329.04,internal
0.49475,0.053375,19.676,-1.3181,-320.77,internal
1.928,-0.168,56.53,0.22681,4.3506,internal
0.34663,-0.0595,0.0,0.0,-413.94,internal
0.4925,0.054,31.851,-1.9945,-352.15,internal
0.70963,0.0365,19.091,-1.7921,-118.29,internal
0.22381,0.058625,25.529,2.5081,-466.98,internal
0.33219,0.05975,0.0,0.0,-478.11,internal
0.082062,-0.04375,38.12,-7.9371,-602.74,internal
0.28494,-0.060125,30.743,0.067536,-551.6,internal
0.69425,0.03775,18.321,-1.7808,-155.87,internal
0.57538,-0.047625,0.0,0.0,-307.06,internal
0.96425,0.008,17.795,-2.1237,103.35,internal
0.65637,-0.04075,0.0,0.0,-173.55,internal
0.69444,0.037577,19.334,-2.0975,-169.29,internal
0.27444,0.06,22.179,0.18198,-471.85,internal
0.60181,-0.04575,25.468,1.7598,-245.64,internal
0.3905,0.0595,26.422,-0.74611,-378.19,internal
0.83506,0.022375,6.0085,-1.2455,-30.881,internal
1.196,0.472,56.005,-1.1962,16.51,internal
0.31381,0.06025,37.423,0.01697,-524.14,internal
0.767,0.03,23.66,-2.7253,-121.9,internal
0.002,0.0095,15.713,22.309,900.57,internal
0.003125,-0.010125,17.023,-23.691,959.21,internal
0.32356,-0.06025,26.539,-0.0022754,-433.11,internal
0.81781,0.02425,0.0,0.0,-38.969,internal
0.14056,0.05275,19.792,3.3108,-484.21,internal
0.17394,-0.055625,0.0,0.0,-703.99,internal
0.90875,-0.015308,30.89,3.9801,60.225,internal
0.431,-0.056875,27.705,0.49211,-404.56,internal
0.81294,0.025,19.244,-2.6514,-83.988,internal
0.59319,-0.046577,29.257,2.6097,-286.7,internal
0.866,0.018875,19.551,-2.1146,11.04,internal
0.023187,0.0255,32.626,15.933,-182.94,internal
